condition_tag,case_label,experiment,condition,user_id,cluster,k,silhouette,silhouette_grid
Symmetric_List,Cond1_ex1,List,Symmetric,mcll6o8fsheywxs2bg.ass,1,2,0.4659416833198691,"((2, 0.4659416833198691), (3, 0.37925552711342786), (4, 0.2877858114940009), (5, 0.23909499963542533), (6, 0.26150668188287324))"
Symmetric_List,Cond1_ex1,List,Symmetric,mcll6pjb5sht5l4grc.eee,0,2,0.4659416833198691,"((2, 0.4659416833198691), (3, 0.37925552711342786), (4, 0.2877858114940009), (5, 0.23909499963542533), (6, 0.26150668188287324))"
Symmetric_List,Cond1_ex1,List,Symmetric,mcll7c21qd9v2guhtr,1,2,0.4659416833198691,"((2, 0.4659416833198691), (3, 0.37925552711342786), (4, 0.2877858114940009), (5, 0.23909499963542533), (6, 0.26150668188287324))"
Symmetric_List,Cond1_ex1,List,Symmetric,mcll7fvxc800uiqgo8.eee,1,2,0.4659416833198691,"((2, 0.4659416833198691), (3, 0.37925552711342786), (4, 0.2877858114940009), (5, 0.23909499963542533), (6, 0.26150668188287324))"
Symmetric_List,Cond1_ex1,List,Symmetric,mcll7roqioitd7jxqt.p77,1,2,0.4659416833198691,"((2, 0.4659416833198691), (3, 0.37925552711342786), (4, 0.2877858114940009), (5, 0.23909499963542533), (6, 0.26150668188287324))"
Symmetric_List,Cond1_ex1,List,Symmetric,mclla4g5vquediuf89d.i,1,2,0.4659416833198691,"((2, 0.4659416833198691), (3, 0.37925552711342786), (4, 0.2877858114940009), (5, 0.23909499963542533), (6, 0.26150668188287324))"
Symmetric_List,Cond1_ex1,List,Symmetric,mcllci79nopymd7qbk.sss,1,2,0.4659416833198691,"((2, 0.4659416833198691), (3, 0.37925552711342786), (4, 0.2877858114940009), (5, 0.23909499963542533), (6, 0.26150668188287324))"
Symmetric_List,Cond1_ex1,List,Symmetric,mclldzm9rzls0ymtxr.3ll,1,2,0.4659416833198691,"((2, 0.4659416833198691), (3, 0.37925552711342786), (4, 0.2877858114940009), (5, 0.23909499963542533), (6, 0.26150668188287324))"
Symmetric_List,Cond1_ex1,List,Symmetric,mcllfwq1mhlrbe5ga1.777,1,2,0.4659416833198691,"((2, 0.4659416833198691), (3, 0.37925552711342786), (4, 0.2877858114940009), (5, 0.23909499963542533), (6, 0.26150668188287324))"
Symmetric_List,Cond1_ex1,List,Symmetric,mcllguv9x4e4hzt9q4.3ll,0,2,0.4659416833198691,"((2, 0.4659416833198691), (3, 0.37925552711342786), (4, 0.2877858114940009), (5, 0.23909499963542533), (6, 0.26150668188287324))"
Symmetric_List,Cond1_ex1,List,Symmetric,mcllibvr9e05yx24fh.i,1,2,0.4659416833198691,"((2, 0.4659416833198691), (3, 0.37925552711342786), (4, 0.2877858114940009), (5, 0.23909499963542533), (6, 0.26150668188287324))"
Symmetric_List,Cond1_ex1,List,Symmetric,mcllv4m90m0sa7y0bbx.ll,1,2,0.4659416833198691,"((2, 0.4659416833198691), (3, 0.37925552711342786), (4, 0.2877858114940009), (5, 0.23909499963542533), (6, 0.26150668188287324))"
Symmetric_List,Cond1_ex1,List,Symmetric,mcln9z3kj7p2n3j1xr.eee,1,2,0.4659416833198691,"((2, 0.4659416833198691), (3, 0.37925552711342786), (4, 0.2877858114940009), (5, 0.23909499963542533), (6, 0.26150668188287324))"
Symmetric_List,Cond1_ex1,List,Symmetric,mclnacenjw3v7p7mwv,0,2,0.4659416833198691,"((2, 0.4659416833198691), (3, 0.37925552711342786), (4, 0.2877858114940009), (5, 0.23909499963542533), (6, 0.26150668188287324))"
Symmetric_List,Cond1_ex1,List,Symmetric,mclnatp4jcgpq4hnoa.eee,1,2,0.4659416833198691,"((2, 0.4659416833198691), (3, 0.37925552711342786), (4, 0.2877858114940009), (5, 0.23909499963542533), (6, 0.26150668188287324))"
Symmetric_List,Cond1_ex1,List,Symmetric,mclnb36wupm6oz324f.i,1,2,0.4659416833198691,"((2, 0.4659416833198691), (3, 0.37925552711342786), (4, 0.2877858114940009), (5, 0.23909499963542533), (6, 0.26150668188287324))"
Symmetric_List,Cond1_ex1,List,Symmetric,mclnb9ks0d6eet4r04,1,2,0.4659416833198691,"((2, 0.4659416833198691), (3, 0.37925552711342786), (4, 0.2877858114940009), (5, 0.23909499963542533), (6, 0.26150668188287324))"
Symmetric_List,Cond1_ex1,List,Symmetric,mclnbk8iqxvqcn1qk8.lll,1,2,0.4659416833198691,"((2, 0.4659416833198691), (3, 0.37925552711342786), (4, 0.2877858114940009), (5, 0.23909499963542533), (6, 0.26150668188287324))"
Symmetric_List,Cond1_ex1,List,Symmetric,mclnbskcktx7zfb0ps.i,1,2,0.4659416833198691,"((2, 0.4659416833198691), (3, 0.37925552711342786), (4, 0.2877858114940009), (5, 0.23909499963542533), (6, 0.26150668188287324))"
Symmetric_List,Cond1_ex1,List,Symmetric,mclnca3grblvnut6p9.777,1,2,0.4659416833198691,"((2, 0.4659416833198691), (3, 0.37925552711342786), (4, 0.2877858114940009), (5, 0.23909499963542533), (6, 0.26150668188287324))"
Symmetric_List,Cond1_ex1,List,Symmetric,mclnd6dtzytsyfh1q6,1,2,0.4659416833198691,"((2, 0.4659416833198691), (3, 0.37925552711342786), (4, 0.2877858114940009), (5, 0.23909499963542533), (6, 0.26150668188287324))"
Symmetric_List,Cond1_ex1,List,Symmetric,mclne5rq7aey1iecmo.i,1,2,0.4659416833198691,"((2, 0.4659416833198691), (3, 0.37925552711342786), (4, 0.2877858114940009), (5, 0.23909499963542533), (6, 0.26150668188287324))"
Symmetric_List,Cond1_ex1,List,Symmetric,mclngfqok0z1b5gpjz.lll,1,2,0.4659416833198691,"((2, 0.4659416833198691), (3, 0.37925552711342786), (4, 0.2877858114940009), (5, 0.23909499963542533), (6, 0.26150668188287324))"
Symmetric_List,Cond1_ex1,List,Symmetric,mclno8m57qwge0r9id.ass,1,2,0.4659416833198691,"((2, 0.4659416833198691), (3, 0.37925552711342786), (4, 0.2877858114940009), (5, 0.23909499963542533), (6, 0.26150668188287324))"
Symmetric_List,Cond1_ex1,List,Symmetric,mclnxdwfdpg6d6vy5f6.ss,1,2,0.4659416833198691,"((2, 0.4659416833198691), (3, 0.37925552711342786), (4, 0.2877858114940009), (5, 0.23909499963542533), (6, 0.26150668188287324))"
Symmetric_List,Cond1_ex1,List,Symmetric,mclo0otcab0fp27vrv.lll,1,2,0.4659416833198691,"((2, 0.4659416833198691), (3, 0.37925552711342786), (4, 0.2877858114940009), (5, 0.23909499963542533), (6, 0.26150668188287324))"
Symmetric_List,Cond1_ex1,List,Symmetric,mcloe7cr6y10aoqd75.000,1,2,0.4659416833198691,"((2, 0.4659416833198691), (3, 0.37925552711342786), (4, 0.2877858114940009), (5, 0.23909499963542533), (6, 0.26150668188287324))"
Symmetric_List,Cond1_ex1,List,Symmetric,mcmv3k79c61u7ugyx1,0,2,0.4659416833198691,"((2, 0.4659416833198691), (3, 0.37925552711342786), (4, 0.2877858114940009), (5, 0.23909499963542533), (6, 0.26150668188287324))"
